project,issue_number,issue_type,text,classification,indicator
hadoop,5771,comment_2,"Attaching the new patch incorporating Vinod's offline comment. * Removed unused imports. * Added new assertion to check if the passed user actually ran the job. * Modified, {{TrApp}} to stop check if the local job runner and map output start, so that {{TrApp}} can be run on a {{MiniMRCluster}} * Changed documentation, added it to javadoc and release note of JIRA issue.",documentation_debt,outdated_documentation
hadoop,5771,comment_3,Patch looked good overall. Am uploading a new patch with slight modifications to the above patch with: - Better java code comments - Better code formatting and code-cleanup - And a small fix in because the earlier code was making the streaming jobs only run with LocalJobRunner.,code_debt,low_quality_code
hadoop,5771,comment_4,The changes to patch looks fine to me. +1 to patch.,non_debt,-
hadoop,5771,comment_5,Output from ant-test patch is:,non_debt,-
hadoop,5771,comment_7,Attaching new patch merging with latest changes in trunk.,non_debt,-
hadoop,5771,comment_9,The test failure in capacity scheduler is not related to this patch.,non_debt,-
hadoop,5771,description,Add unit tests to test functionality introduced by HADOOP-4490,non_debt,-
hadoop,5771,summary,Create unit test for LinuxTaskController,non_debt,-
hadoop,5775,comment_0,"use a separate ""testwar"" ant target to load the conf files for testing purpose. war target remains the same.",non_debt,-
hadoop,5775,comment_1,solved in HDFS-447,non_debt,-
hadoop,5775,description,"as war target read user-certs.xml and from If a user set this environment and have some files in it, it could potentially cause the unit test to fail if the conf files does not match what the unit test needs.",build_debt,build_others
hadoop,5775,summary,HdfsProxy Unit Test should not depend on HDFSPROXY_CONF_DIR environment,build_debt,build_others
hadoop,5824,comment_0,+1 for removing it if it is not used.,code_debt,dead_code
hadoop,5824,comment_1,I like this too. Should we also remove OP_READ_METADATA from,non_debt,-
hadoop,5824,comment_2,"Yes, I attached a new patch to that effect. thanks.",non_debt,-
hadoop,5824,comment_3,Added a new patch that deprecates the variable for now.,non_debt,-
hadoop,5824,comment_4,+1 patch looks good.,non_debt,-
hadoop,5824,comment_6,"The failed tests are not related. I have committed this. Thanks, Kan!",non_debt,-
hadoop,5824,comment_7,Patch for hadoop-20.,non_debt,-
hadoop,5824,description,Operation OP_READ_METADATA exists on the datanode streaming interface. But it is not used by any client code and is currently not protected by access token. Should it be removed?,code_debt,dead_code
hadoop,5824,summary,remove OP_READ_METADATA functionality from Datanode,non_debt,-
hadoop,5849,description,The Job Tracker Should have JMX Metrics for monitoring performance * JobsSubmitted: counter * JobsSuccessful: counter * JobsFailed: counter * TotalTasksCreated: counter * counter * TotalTasksFailed These can be used to monitor the JobTracker performance.,non_debt,-
hadoop,5849,summary,JMX Metrics For JobTracker,non_debt,-
hadoop,5866,comment_0,The attached patch just moves DeprecatedUTF8 from o.a.h.io to o.a.h.hdfs. It is declared public since it is used in multiple packages under hdfs.,non_debt,-
hadoop,5866,comment_1,Forgot to add the new file?,non_debt,-
hadoop,5866,comment_2,Thanks Nicholas. corrected patch is attached.,non_debt,-
hadoop,5866,comment_3,+1,non_debt,-
hadoop,5866,comment_4,Thanks Nicholas for the review. Updated patch is attached. The previous one was incomplete. NamespaceInfo.java was not updated. ant test-patch:,non_debt,-
hadoop,5866,comment_5,I just committed this.,non_debt,-
hadoop,5866,description,"HADOOP-5823 added {{DeprecatedUTF8}} class as a wrapper for UTF8. Though UTF8 is deprecated, it is used in many places and most likely will continue to be used for quite sometime. My initial thought was that other packages might want to use the wrapper {{DeprecatedUTF8}}. But the current suggestion (discussed in HADOOP-5823) is to move the class to o.a.h.hdfs. Alternately we could have just use ""@SuppressWarnings"" rather than introducing a new class.",non_debt,-
hadoop,5866,summary,Move DeprecatedUTF8 to o.a.h.hdfs,non_debt,-
hadoop,5891,comment_0,"this whole problem of bootstrapping a cluster where machines don't know who they are is pretty brittle right now. In an ideal world, even the NN would be able to work out its name/address and share it with the rest, but failing that, having everything else work out the details by asking the NN would be handy. It would also be good if everything provided (in the same process and via JMX) a list of (service, address, port) for all the different things that the node runs. I try to reverse engineer that, but it adds more scheduling problems (don't start the downstream nodes until the NN and JT are live), and for some reason jetty comes up bonded to 0:0:0:0:0:1 on one machine, which is particularly irritating. so: +1 to this, I can see the BackupNode having the same problem on scaled up, as it needs to know both the NN and 2N addresses (note addresses, not hostnames. Maybe we should open this up to a general ""nodes to come up better on an under-configured network"" bugrep which those of us who do underconfigure their networks can deal with.",design_debt,non-optimal_design
hadoop,5891,comment_1,"Steve: I agree that service location can be improved across the board. However, I don't think it's necessarily a good idea to overload the NameNode as a service name daemon. Personally, I'd prefer to use something like ZooKeeper here. Obviously there needs to be at least one host that is in a ""well-known"" location, which could be configured by default as a ""hadoop-zk"" hostname which has multiple A records pointing to all of the ZK nodes. Anyway, I agree that we should work towards the ideal goal, but I'd like to have that discussion in a new JIRA. This one is a very simple fix whereas that one could be pretty significant.",design_debt,non-optimal_design
hadoop,5891,comment_3,"As usual, the failing test is unrelated (capacity scheduler).",non_debt,-
hadoop,5891,comment_4,+1. code looks good.,non_debt,-
hadoop,5891,comment_5,I just committed this. Thanks Todd!,non_debt,-
hadoop,5891,comment_6,From Email exchange: This code change is already exercised by TestCheckpoint.,non_debt,-
hadoop,5891,description,"As detailed in this blog post: if dfs.http.address is not configured, and the 2NN is a different machine from the NN, the 2NN fails to connect. In the 2NN should notice a ""0.0.0.0"" dfs.http.address and, in that case, pull the hostname out of fs.default.name. This would fix the default configuration to work properly for most users.",non_debt,-
hadoop,5891,summary,"If dfs.http.address is default, SecondaryNameNode can't find NameNode",non_debt,-
hadoop,5935,comment_0,this patch fixes the releaseaudit warnings link.,non_debt,-
hadoop,5935,comment_1,"Nigel, Could you please review this patch? tnx!",non_debt,-
hadoop,5935,comment_2,+1,non_debt,-
hadoop,5935,comment_3,I just committed this!,non_debt,-
hadoop,5935,comment_4,Looks like this change was lost during the project split. See link in HADOOP-6138 for example.,non_debt,-
hadoop,5935,comment_5,committed with the latest trunk code.,non_debt,-
hadoop,5935,description,"For example, on HADOOP-5170 the link gives a 404. This makes it hard to work out which file or files are causing a problem.",non_debt,-
hadoop,5935,summary,Hudson's release audit warnings link is broken,non_debt,-
hadoop,5940,comment_0,this fixes eclipse-plugin failure.,non_debt,-
hadoop,5940,comment_1,tested the patch locally : tnx!,non_debt,-
hadoop,5940,comment_2,"+1 for the patch..once the build passes, this can be committed.",non_debt,-
hadoop,5940,comment_3,I just committed this,non_debt,-
hadoop,5940,description,None,non_debt,-
hadoop,5940,summary,trunk eclipse-plugin build fails while trying to copy commons-cli jar from the lib dir,non_debt,-
hadoop,595,comment_0,"it works fine for me, using the default config: namenode uses info port 50070, datanode uses 50075",non_debt,-
hadoop,595,comment_1,"My steps: 1. Unpack hadoop-0.7.0.tar.gz into /root/hadoop-0.7.0 2. Set export JAVA_HOME=/usr in hadoop-env.sh 3. Change hadoop-site.xml: <?xml type=""text/xsl"" <!-- Put site-specific property overrides in this file. -- <configuration <property <name <value <description literal string ""local"" or a host:port for <property <name <value <description at. If ""local"", then jobs are run in-process as a single map and reduce task. <property <name <value <description The actual number of replications can be specified when the file is created. The default is used if replication is not specified in create time. </configuration 4. cd 5. ./start-dfs.sh -6. Connect -7. Click ""Browse the filesystem"" - An error occurred while loading Could not connect to host (port 65535).",non_debt,-
hadoop,595,comment_2,Has anyone seen this recently?,non_debt,-
