project,text,classification
jEdit-4.2,// visitInsn // - // - // - // - // - // - // - // - // - // - // - // - // - // - // - // visitIntInsn // - // visitLdcInsn //int LDC_W = 19;           // - //int LDC2_W = 20;          // - // visitVarInsn // - // - // - // - //int ILOAD_0 = 26;         // - //int ILOAD_1 = 27;         // - //int ILOAD_2 = 28;         // - //int ILOAD_3 = 29;         // - //int LLOAD_0 = 30;         // - //int LLOAD_1 = 31;         // - //int LLOAD_2 = 32;         // - //int LLOAD_3 = 33;         // - //int FLOAD_0 = 34;         // - //int FLOAD_1 = 35;         // - //int FLOAD_2 = 36;         // - //int FLOAD_3 = 37;         // - //int DLOAD_0 = 38;         // - //int DLOAD_1 = 39;         // - //int DLOAD_2 = 40;         // - //int DLOAD_3 = 41;         // - //int ALOAD_0 = 42;         // - //int ALOAD_1 = 43;         // - //int ALOAD_2 = 44;         // - //int ALOAD_3 = 45;         // - // visitInsn // - // - // - // - // - // - // - // visitVarInsn // - // - // - // - //int ISTORE_0 = 59;        // - //int ISTORE_1 = 60;        // - //int ISTORE_2 = 61;        // - //int ISTORE_3 = 62;        // - //int LSTORE_0 = 63;        // - //int LSTORE_1 = 64;        // - //int LSTORE_2 = 65;        // - //int LSTORE_3 = 66;        // - //int FSTORE_0 = 67;        // - //int FSTORE_1 = 68;        // - //int FSTORE_2 = 69;        // - //int FSTORE_3 = 70;        // - //int DSTORE_0 = 71;        // - //int DSTORE_1 = 72;        // - //int DSTORE_2 = 73;        // - //int DSTORE_3 = 74;        // - //int ASTORE_0 = 75;        // - //int ASTORE_1 = 76;        // - //int ASTORE_2 = 77;        // - //int ASTORE_3 = 78;        // - // visitInsn // - // - // - // - // - // - // - // - // - // - // - // - // - // - // - // - // - // - // - // - // - // - // - // - // - // - // - // - // - // - // - // - // - // - // - // - // - // - // - // - // - // - // - // - // - // - // - // - // - // - // - // - // visitIincInsn // visitInsn // - // - // - // - // - // - // - // - // - // - // - // - // - // - // - // - // - // - // - // visitJumpInsn // - // - // - // - // - // - // - // - // - // - // - // - // - // - // - // visitVarInsn // visiTableSwitchInsn // visitLookupSwitch // visitInsn // - // - // - // - // - // visitFieldInsn // - // - // - // visitMethodInsn // - // - // - //int UNUSED = 186;         // NOT VISITED // visitTypeInsn // visitIntInsn // visitTypeInsn // visitInsn // - // visitTypeInsn // - // visitInsn // - //int WIDE = 196;           // NOT VISITED // visitMultiANewArrayInsn // visitJumpInsn // - //int GOTO_W = 200;         // - //int JSR_W = 201;          // -,non_debt
jEdit-4.2,//{{{ addNotify() method,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//{{{ quicksort() method,non_debt
jEdit-4.2,//{{{ removeNotify() method,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,// hopefully another caret update will come?,non_debt
jEdit-4.2,"// 1st step: // As explained above, resizing an instruction may require to resize another // one, which may require to resize yet another one, and so on. The first // step of the algorithm consists in finding all the instructions that // need to be resized, without modifying the code. This is done by the // following ""fix point"" algorithm: // - parse the code to find the jump instructions whose offset will need //   more than 2 bytes to be stored (the future offset is computed from the //   current offset and from the number of bytes that will be inserted or //   removed between the source and target instructions). For each such //   instruction, adds an entry in (a copy of) the indexes and sizes arrays //   (if this has not already been done in a previous iteration!) // - if at least one entry has been added during the previous step, go back //   to the beginning, otherwise stop. // In fact the real algorithm is complicated by the fact that the size of // TABLESWITCH and LOOKUPSWITCH instructions depends on their position in // the bytecode (because of padding). In order to ensure the convergence of // the algorithm, the number of bytes to be added or removed from these // instructions is over estimated during the previous loop, and computed // exactly only after the loop is finished (this requires another pass to // parse the bytecode of the method).",non_debt
jEdit-4.2,// nodes remember from where they were sourced,non_debt
jEdit-4.2,//{{{ Private members,non_debt
jEdit-4.2,//{{{ MouseHandler class,non_debt
jEdit-4.2,// jump offset // GOTO_W,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,// this should never throw an exception.,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,// This reloads the token marker and sends a message // which causes edit panes to repaint their text areas,non_debt
jEdit-4.2,//{{{ Instance variables,non_debt
jEdit-4.2,// private members,non_debt
jEdit-4.2,//{{{ getToolTipLocation() method,non_debt
jEdit-4.2,"/* Determine installation directory.
		 * If the jedit.home property is set, use that.
		 * Then, look for jedit.jar in the classpath.
		 * If that fails, assume this is the web start version. */",non_debt
jEdit-4.2,/*onlyStatic*/,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,// create a panel with a BoxLayout. Can't use Box here // because Box doesn't have setBorder().,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,"/*
			Look ahead and short circuit evaluation of the rhs if:
				we're a boolean AND and the lhs is false.
		*/",non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,"//int totalDraw = (n + 1 + NUM_OVERSHOOT_BYTES) + (n + NUM_OVERSHOOT_BYTES) + n + 65537; //compressOutOfMemory ( totalDraw, n );",non_debt
jEdit-4.2,//{{{ setTemporaryProperty() method,non_debt
jEdit-4.2,// End BeanShell Modification - moved body to overloaded getMessage(),non_debt
jEdit-4.2,//{{{ unsetProperty() method,non_debt
jEdit-4.2,// Pass 1: compute preferred row heights / column widths,non_debt
jEdit-4.2,//{{{ actionPerformed() method,non_debt
jEdit-4.2,"/* 
			Create the root ""bsh"" system object if it doesn't exist.
		*/",non_debt
jEdit-4.2,//{{{ resetProperty() method,non_debt
jEdit-4.2,// end JcmdProcessTest.java,non_debt
jEdit-4.2,// Check that the attribute doesn't // already exist!,non_debt
jEdit-4.2,// // helper methods //,non_debt
jEdit-4.2,// We have to open our own stream // to the URL.,non_debt
jEdit-4.2,//{{{ getActiveView() method,non_debt
jEdit-4.2,//{{{ charData() method,non_debt
jEdit-4.2,"/*
         * Nodes and heap entries run from 1.  Entry 0
         * for both the heap and nodes is a sentinel.
         */",non_debt
jEdit-4.2,"// if any directories are selected, add // them, otherwise add current directory",non_debt
jEdit-4.2,//{{{ getBottomDockingArea() method,non_debt
jEdit-4.2,//}}} //{{{ KEY_TYPED...,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//{{{ getTime() method,non_debt
jEdit-4.2,//{{{ DockableWindowManager constructor,non_debt
jEdit-4.2,"//Font font = UIManager.getFont(""Label.font"");",non_debt
jEdit-4.2,// NON-ALPHANUMERIC OPERATOR //  \W,non_debt
jEdit-4.2,//{{{ actionPerformed() method,non_debt
jEdit-4.2,"/*
             * Now ftab contains the first loc of every small bucket.
             * Calculate the running order, from smallest to largest
             * big bucket.
             */",non_debt
jEdit-4.2,//{{{ getToolTipText() method,non_debt
jEdit-4.2,"/*
         * Now the selectors.
         */",non_debt
jEdit-4.2,//{{{ Clock constructor,non_debt
jEdit-4.2,//{{{ makeServerScript() method,non_debt
jEdit-4.2,//{{{ Clock class,non_debt
jEdit-4.2,// don't show menu items to dock into a plain view,non_debt
jEdit-4.2,//MemoryStatus.this.getBorder().getBorderInsets(this);,non_debt
jEdit-4.2,// returns Object covering both Double and Boolean return types,non_debt
jEdit-4.2,//{{{ Private members,non_debt
jEdit-4.2,// this is package-private so that the painter can use it without // having to call getSelection() (which involves an array copy),non_debt
jEdit-4.2,//{{{ update() method,non_debt
jEdit-4.2,// -------------------------------------------------------------------------- // Constructor // --------------------------------------------------------------------------,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,"// do operating system specific stuff (creating startup // scripts, installing man pages, etc.)",non_debt
jEdit-4.2,//{{{ HistoryTextField constructor,non_debt
jEdit-4.2,//{{{ TreeHandler class,non_debt
jEdit-4.2,//{{{ DockableWindowCompare class,non_debt
jEdit-4.2,// Read the default value.,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,// component that will parent any dialog boxes,non_debt
jEdit-4.2,//{{{ getToolTipLocation() method,non_debt
jEdit-4.2,"/*
             * Use simpleSort(), since the full sorting mechanism
             * has quite a large constant overhead.
             */",non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,"/*
         * In the various block-sized structures, live data runs
         * from 0 to last+NUM_OVERSHOOT_BYTES inclusive.  First,
         * set up the overshoot area for block.
         */",non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//{{{ showPopupMenu() method,non_debt
jEdit-4.2,"//lhs.assign( null, false );",non_debt
jEdit-4.2,// pushes handler block onto the stack of blocks to be visited,non_debt
jEdit-4.2,//{{{ Private members,non_debt
jEdit-4.2,// End BeanShell Modification - added sourceFile info,non_debt
jEdit-4.2,"// failsafe, set the Line as the origin of the error.",non_debt
jEdit-4.2,"/*
                 * copy 1
                 */",non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//{{{ doAWTRequests() method,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//{{{ propertiesChanged() method,non_debt
jEdit-4.2,"/*
			We jump through some hoops here to handle arbitrary cases like
			unset(""bsh.foo"");
		*/",non_debt
jEdit-4.2,"// // Utility flag: have we noticed a CR while reading the last // data chunk?  If so, we will have to go back and normalise // CR/LF. //",non_debt
jEdit-4.2,// add the source file info and throw again,non_debt
jEdit-4.2,/* this ensures that the first line is always visible */,non_debt
jEdit-4.2,//{{{ addNotify() method,non_debt
jEdit-4.2,"/*  
					Don't auto-unwrap wrappers (preserve identity semantics)
					FALL THROUGH TO OBJECT OPERATIONS BELOW.
				*/",non_debt
jEdit-4.2,"// failsafe, set the Line as the origin of the error.",non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,// optimization for common case,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,// end source and eval,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//{{{ isVisible() method,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//{{{ getToolTipLocation() method,non_debt
jEdit-4.2,// this notifies each display manager editing this // buffer of the screen line count change,non_debt
jEdit-4.2,// end primary set and get methods,non_debt
jEdit-4.2,"// No, it is not.",non_debt
jEdit-4.2,//{{{ getEnterAddsToHistory() method,non_debt
jEdit-4.2,// Careful here: // else fall through to override and install the new typed version,non_debt
jEdit-4.2,//{{{ getToolTipText() method,non_debt
jEdit-4.2,//{{{ getAfterCaretTextArea() method,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//{{{ removeExtendedAttributes() method,non_debt
jEdit-4.2,//{{{ getToolTipText() method,non_debt
jEdit-4.2,//{{{ ScrollLineCount class,non_debt
jEdit-4.2,"// Default is c:\windows under win98, $HOME under Unix",non_debt
jEdit-4.2,// write 8-bit,non_debt
jEdit-4.2,//{{{ MemoryStatus constructor,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,"//Font font = UIManager.getFont(""Label.font"");",non_debt
jEdit-4.2,"/*
this originally handled postfix array dimensions...

void VariableDeclaratorId() #VariableDeclaratorId :
{ Token t; }
{
  t=<IDENTIFIER> { jjtThis.name = t.image; }
  ( ""["" ""]"" { jjtThis.addUndefinedDimension(); } )*
}
*/",non_debt
jEdit-4.2,//{{{ setSelectAllOnFocus() method,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//{{{ HistoryTextField constructor,non_debt
jEdit-4.2,// If this is a unary increment of decrement (either pre or postfix) // then we need an LHS to which to assign the result.  Otherwise // just do the unary operation for the value.,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,// adds the instruction to the bytecode of the method,non_debt
jEdit-4.2,// End ConsoleInterface,non_debt
jEdit-4.2,"/*
             * Recompute the tables based on the accumulated frequencies.
             */",non_debt
jEdit-4.2,//{{{ HistoryTextField constructor,non_debt
jEdit-4.2,//{{{ newView() method,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,"/*
	Note: this class is final because we may test == Primitive.class in places.
	If we need to change that search for those tests.
*/",non_debt
jEdit-4.2,//{{{ getTime() method,non_debt
jEdit-4.2,// show 'close' item if at least one selected // file is currently open,non_debt
jEdit-4.2,//{{{ setEnterAddsToHistory() method,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//{{{ getSelectAllOnFocus() method,non_debt
jEdit-4.2,//{{{ doTypeSelect() method,non_debt
jEdit-4.2,//{{{ HistoryTextField constructor,non_debt
jEdit-4.2,//{{{ splitVertically() method,non_debt
jEdit-4.2,//{{{ getInstantPopups() method,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//{{{ setInstantPopups() method,non_debt
jEdit-4.2,// check if download failed,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,// so that it doesn't resize...,non_debt
jEdit-4.2,// Look for a known signature.,non_debt
jEdit-4.2,//{{{ addToolBar() method,non_debt
jEdit-4.2,// Set the new status,non_debt
jEdit-4.2,// next succeeds // is a match // try next option,non_debt
jEdit-4.2,//{{{ mousePressed() method,non_debt
jEdit-4.2,// Add the '0-repeats' index // positions.elementAt(z) == position [] in input after <<z>> matches,non_debt
jEdit-4.2,//{{{ doBackwardSearch() method,non_debt
jEdit-4.2,// invalidate the old selection,non_debt
jEdit-4.2,//{{{ ColorPickerDialog class,non_debt
jEdit-4.2,"/* fireTableRowsInserted(startIndex + 1,
				startIndex + list.size() + 1); */",non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//{{{ processKeyEvent() method,non_debt
jEdit-4.2,// These variables are package scope for fast access within the engine // execution flags this match was made using,non_debt
jEdit-4.2,//{{{ getModel() method,non_debt
jEdit-4.2,// ZERO-OR-ONE REPEAT OPERATOR / STINGY MATCHING OPERATOR //  ? | \? depending on RE_BK_PLUS_QM //  not available if RE_LIMITED_OPS is set //  stingy matching if RE_STINGY_OPS is set and it follows a quantifier,non_debt
jEdit-4.2,//{{{ Inner classes,non_debt
jEdit-4.2,//{{{ unsplit() method,non_debt
jEdit-4.2,//{{{ showPopupMenu() method,non_debt
jEdit-4.2,//{{{ getSelectedFiles() method,non_debt
jEdit-4.2,//{{{ processMouseEvent() method,non_debt
jEdit-4.2,//{{{ FocusHandler class,non_debt
jEdit-4.2,//{{{ mouseReleased() method,non_debt
jEdit-4.2,//{{{ rename() method,non_debt
jEdit-4.2,//{{{ PanelWindowContainer constructor,non_debt
jEdit-4.2,//   //  End mutable instance variables. // ---------------------------------------------------------,non_debt
jEdit-4.2,// Order of body and condition is swapped for do / while,non_debt
jEdit-4.2,// we don't want duplicate // entries in the kill ring,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//{{{ DockBorder class,non_debt
jEdit-4.2,// Determine the current content type.,non_debt
jEdit-4.2,//{{{ getExpandOnInput() method,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//{{{ CompletionPopup constructor,non_debt
jEdit-4.2,//{{{ setExpandOnInput() method,non_debt
jEdit-4.2,// can't shift floats,non_debt
jEdit-4.2,//{{{ historyPrevious() method,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//{{{ MarkerHighlight class,non_debt
jEdit-4.2,//{{{ setModel() method,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,// evaluate the expression,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,"// if relative, fix up to bsh.cwd",non_debt
jEdit-4.2,"// UCS-4 must begin with ""<!XML"" // 0x00 0x00 0x00 0x3c: UCS-4, big-endian (1234)",non_debt
jEdit-4.2,// set transient fields,non_debt
jEdit-4.2,"/*
			Lots of preconditions checked here...
			Once things are running smoothly we might comment these out
			(That's what assertions are for).
		*/",non_debt
jEdit-4.2,//{{{ MouseHandler class,non_debt
jEdit-4.2,//{{{ equals() method,non_debt
jEdit-4.2,//{{{ Private members,non_debt
jEdit-4.2,"// converts temporary opcodes 202 to 217 (inclusive), 218 and 219 // to IFEQ ... JSR (inclusive), IFNULL and IFNONNULL",non_debt
jEdit-4.2,// no body?,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,// Read the first four bytes for // autodetection.,non_debt
jEdit-4.2,"/* Magic: UNTITLED is only set if newFile param to
		 * constructor is set, NEW_FILE is also set if file
		 * doesn't exist on disk.
		 *
		 * This is so that we can tell apart files created
		 * with jEdit.newFile(), and those that just don't
		 * exist on disk.
		 *
		 * Why do we need to tell the difference between the
		 * two? jEdit.addBufferToList() checks if the only
		 * opened buffer is an untitled buffer, and if so,
		 * replaces it with the buffer to add. We don't want
		 * this behavior to occur with files that don't
		 * exist on disk; only untitled ones.
		 */",non_debt
jEdit-4.2,//{{{ mouseDragged() method,non_debt
jEdit-4.2,"// in the future we will want something better, // eg. having an 'evt' object passed to // EditAction.invoke().",non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,"/*
         * Nodes and heap entries run from 1.  Entry 0
         * for both the heap and nodes is a sentinel.
         */",non_debt
jEdit-4.2,// Read the XML/Encoding declaration.,non_debt
jEdit-4.2,/* new JEditLauncherOSTask(installer) */,non_debt
jEdit-4.2,//{{{ getSelectedColor() method,non_debt
jEdit-4.2,"/* When closing the last buffer, the BufferUpdate.CLOSED
			 * handler doesn't call setBuffer(), because null buffers
			 * are not supported. Instead, it waits for the subsequent
			 * 'Untitled' file creation. */",non_debt
jEdit-4.2,//{{{ doForwardSearch() method,non_debt
jEdit-4.2,"// Yay, we're finally there",non_debt
jEdit-4.2,// ug,non_debt
jEdit-4.2,// creates a new Edge object or reuses one from the shared pool,non_debt
jEdit-4.2,// down arrow,non_debt
jEdit-4.2,// no parenthesis on previous line (prevLineParenWeight == 0) so the normal indenting rules are used,non_debt
jEdit-4.2,// have to do this because setText() sets index to -1,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//{{{ HistoryBorder class,non_debt
jEdit-4.2,"/* Call this to reinitialize the node stack.  It is called
     automatically by the parser's ReInit() method. */",non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,// Delete existing copy,non_debt
jEdit-4.2,//initCallStack( namespace );,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//{{{ ColorWellButton constructor,non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//}}},non_debt
jEdit-4.2,//{{{ historyNext() method,non_debt
jEdit-4.2,"// use the low-level property setting code // so that if we have a buffer-local // property with the same value as a default, // later changes in the default don't affect // the buffer-local property",non_debt
jEdit-4.2,//{{{ Package-private members,non_debt
jEdit-4.2,//}}},non_debt
