project,issue_key,section,type,indicator,text
Hbase,HBASE-10075,description,non_debt,-,"basic idea: during rebalance. For each region server, iterate regions, give each region a balance score, remove the lowest one until the region number of region server reach avg floor. during assignment. match to-be-assigned regions with each active region server as pairs, give each pair a balance score, the highest win this region. here is the mark formula: (1 – * tableBalancerWeight + (1 – * + * localityWeight + * stickinessWeight there are 4 factors which would influence the final balance score: 1. region balance 2. table region balance 3. region locality 4. region stickiness through adjust the weight of these 4 factors, we can balance the cluster in different strategy."
Hbase,HBASE-10075,summary,non_debt,-,add a locality-aware balancer
Hbase,HBASE-10081,comment_0,non_debt,-,Confused by the same problem. I think we should keep the 'HBASE_OPTS' property user set working.
Hbase,HBASE-10081,comment_1,non_debt,-,Patch for trunk
Hbase,HBASE-10081,comment_2,non_debt,-,ping  It's something that we discussed a while ago in HBASE-7091. Do you mind having a look?
Hbase,HBASE-10081,comment_3,non_debt,-,"Ok, guess others are using it :) Looking through hbase-config.sh there are these lines: Which should ensure it doesn't get sourced multiple times - my concern for HBASE-7091. Should be fine... you okay with it ?"
Hbase,HBASE-10081,comment_4,non_debt,-,"Hum. Doesn't that mean that the first time it will erase the value set in the shell, but not the next time? If yes, would it make sense to do something to have something like"
Hbase,HBASE-10081,comment_5,non_debt,-,"It wouldn't erase it in the shell, I _think_, but rather just update it for the the scripts and all child processes. So, the calling shell would still have the variable you set. As an example, say I have (checked locally on my Mac): and in my hbase-env.sh have then after running bin/start-hbase.sh, I would still just see Should be fine, yes?"
Hbase,HBASE-10081,comment_8,non_debt,-,"I didn't see the new messages - sorry about this. It's something I typically do on my dev environment. But I've seen it as well as a way to be sure that nothing is defined in the product itself, to be sure that we don't modify anything that is a part of the product (and hence modified when you upgrade). I'm not sure :-). , what do you think?"
Hbase,HBASE-10081,comment_9,non_debt,-,The proposed change is in current master.
Hbase,HBASE-10081,description,documentation_debt,outdated_documentation,"Discussed in HBASE-7091. It's not critical, but a little bit surprising, as the comments in bin/hbase doesn't say anything about this. If you create your own hbase-env then it's not an issue..."
Hbase,HBASE-10081,summary,non_debt,-,"Since HBASE-7091, HBASE_OPTS cannot be set on the command line"
Hbase,HBASE-10083,comment_0,non_debt,-,Bulk close issues per discussion at
Hbase,HBASE-10083,description,design_debt,non-optimal_design,"When RegionServer failed to load a bloom block from HDFS due to any timeout or other reasons, it threw out the exception and disable the entire bloom filter for this HFile. This behavior does not make too much sense, especially for the compound bloom filter. Instead of disabling the bloom filter for the entire file, it could just return a potentially false positive result (true) and keep the bloom filter available."
Hbase,HBASE-10083,summary,non_debt,-,[89-fb] Better error handling for the compound bloom filter
Hbase,HBASE-10115,comment_0,non_debt,-,Can u tell the exact use case in your mind? Can a Scanner wrapper do the work? We have used wrapper to do some extra work during compaction. I forgot now the details of that.
Hbase,HBASE-10115,comment_1,non_debt,-,"I had few usecases in mind when I wrote that. 1) You have one table with some with a VERSION=5 limit because you want to keep if ""small"" and efficient. However, when a version is removed, you don't want to loose it because you need it for other purposes. So you want to ""transfer"" it to another table where you will have VERSION=MaxInt. 2) You have a TTL of 30 days in a column because you only need quick access to the last 30 days values. However, you want to keep he full history in HDFS. So each time a value expire from the table, you want to be able to store it into HDFS. You can steam it to flume, or push it on a queue, or write it into HDFS then aggregate the values, or anything else. 3) You have some mandatory requirements to keep EVERYTHING. Even what has been deleted. So when a delete is applied while compacting, you want to store somewhere else what has been deleted, just in case. Like a "".trash"" option, but for cells. There might be others, but that was all I had in mind at that time..."
Hbase,HBASE-10115,comment_2,non_debt,-,I'm not sure I understand how these cases can't be addressed through appropriate schema options.
Hbase,HBASE-10115,comment_3,non_debt,-,"Hi , how will you build a schema for that? Like, let's take this usecase. User push data into HBase with versions=10. And want to make sure data after 10 versions is not lost. They can of course run MR jobs, count the versions, and make sure that version 10 is stored somewhere else in case a new version is coming and pushing it out, but will be a pain. Why can't they just hook on this deletion to do what they want with the version which is going to be purged? I'm not sure how a schema option can help with that."
Hbase,HBASE-10115,comment_4,non_debt,-,More like INT_MAX versions and housekeeping via MR tasks.
Hbase,HBASE-10115,comment_5,design_debt,non-optimal_design,"Why not another coproc endpoint or improve the existing one? As long as it doesn't affect perf too much... we can already wrap (or replace) compaction scanner thru coproc. ScanQueryMatcher is what decides what KVs get skipped, so if a wrapping scanner could influence that (or even just be able to react to .match call), it should be almost sufficient. It has KV, it has the default verdict. The only problem is with seek to next something results, which can skip KVs. This will no longer be allowed if all deleted KVs are to be examined if I understand that code correctly, so coproc will have to also prevent matcher from doing that?"
Hbase,HBASE-10115,comment_6,non_debt,-,"Um, what I also meant to spell out more clearly is that there's no place now where we look at KV and decide that it's discarded that will be necessarily called for all KVs. Afaiu."
Hbase,HBASE-10115,comment_7,non_debt,-,Duplicate of HBASE-11054
Hbase,HBASE-10115,description,non_debt,-,The idea is to add a hook to coprocessors to be able to get triggered when compaction delete a cell before of the number of versions or the TTL.
Hbase,HBASE-10115,summary,non_debt,-,Add a hook for compaction deletes
Hbase,HBASE-1012,comment_0,non_debt,-,Linked to HADOOP-4801
Hbase,HBASE-1012,comment_1,non_debt,-,Do we still want to do this?
Hbase,HBASE-1012,comment_2,non_debt,-,"Leave this issue open I'd say. Todd Lipcon has made nice progress over in HADOOP-4801. There is critical pushback, ""why such a difference -- maybe we should look more into why the canonical path is so slow"", but the numbers are too good to leave on the table."
Hbase,HBASE-1012,comment_3,non_debt,-,"This is done, available in hdfs."
Hbase,HBASE-1012,description,design_debt,non-optimal_design,Ning Li up on list has stated that getting blocks using hdfs though the block is local takes almost the same amount of time as accesing the block over the network. See if can do something smarter when the data is known to be local short-circuiting hdfs if we can in a subclass of DFSClient (George Porter suggestion).
Hbase,HBASE-1012,summary,non_debt,-,[performance] Try doctoring a dfsclient so it shortcircuits hdfs when blocks are local
Hbase,HBASE-10213,comment_0,non_debt,-,This patch adds a metric 'logReadRateInByte' to show how many bytes read by the source per second.
Hbase,HBASE-10213,comment_10,documentation_debt,low_quality_documentation,Thanks for the comment  and I should pay more attention on spelling.
Hbase,HBASE-10213,comment_16,non_debt,-,This has been committed to trunk and 0.98 and this issue is now just sitting here unresolved. Resolving. Reopen for commit to another branch or open a new JIRA for a backport at your option.
Hbase,HBASE-10213,comment_17,design_debt,non-optimal_design,"the intention of this jira is good:-), but by examining the patch: the metric above only reflects the log read/parse rate, not the desired replicating data to peer cluster rate, since the read/parsed log files may contain many kvs from column-families with replication scope=0 which will be filtered out and removed from the entries list before the real replicating to peer cluster occurs... why not use currentSize, the size of all entries which will be really replicated to the peer cluster?"
Hbase,HBASE-10213,comment_18,non_debt,-,", thanks for your comment. We need to consider the filtered kvs when computing how much data replicate to peer cluster. The 'logReadRateInByte' only computes how much we read from HLog in source cluster. Maybe, we only another metrics such as"
Hbase,HBASE-10213,comment_19,non_debt,-,Closing this issue after 0.99.0 release.
Hbase,HBASE-10213,comment_2,non_debt,-,"To get a good HadoopQA result, it will need a patch against trunk. should be The usual convention for names with units is to pluralize the unit, so"
Hbase,HBASE-10213,comment_3,non_debt,-,Thanks for your comment . I update the patch for 0.94 and add a patch for trunk.
Hbase,HBASE-10213,comment_5,non_debt,-,"lgtm, ?"
Hbase,HBASE-10213,comment_6,non_debt,-,+1 I need to go and make these not use the HashMap but this follows what's there now.
Hbase,HBASE-10213,comment_7,non_debt,-,"Integrated to trunk. Thanks for the patch, Jianwei. : Do you want this in 0.98 ?"
Hbase,HBASE-10213,comment_8,documentation_debt,low_quality_documentation,"Committed to 0.98. Thanks Ted. I fixed a spelling error on commit. Attached is an addendum for trunk to match what went into 0.98. I committed this trivial change to trunk using CTR as r1554361.  and : We can close this after a decision on 0.96 and 0.94. Almost feel bad pinging you, should be no big deal."
Hbase,HBASE-10213,comment_9,documentation_debt,low_quality_documentation,"Thanks for the catch, Andy. It would be not so good if a public method has spelling mistake."
Hbase,HBASE-10213,description,non_debt,-,"The current metrics of replication source contain logEditsReadRate, shippedBatchesRate, etc, which could indicate how fast the data replicated to peer cluster to some extent. However, it is not clear enough to know how many bytes replicating to peer cluster from these metrics. In production environment, it may be important to know the size of replicating data per second because the services may be affected if the network become busy."
Hbase,HBASE-10213,summary,non_debt,-,Add read log size per second metrics for replication source
Hbase,HBASE-1031,comment_0,non_debt,-,Added the 3.0.1 jar.
Hbase,HBASE-1031,description,non_debt,-,None
